,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Location,Number of views last 7 days,Price in EUR
7774,Wakeboard/Wakesurf,Malibu power boats,"Used boat,Unleaded",2007,7.49,2.59,GRP,Switzerland,691,59590
7775,Sport Boat,Boesch power boats,"Used boat,Unleaded",1996,5.9,2.15,Wood,Switzerland,301,59590
7776,Sport Boat,Yamarin power boats,new boat from stock,2020,7.55,2.47,Aluminium,Germany,117,54540
7777,Motor Yacht,Sessa power boats,"Used boat,Unleaded",2001,10.0,3.0,GRP,Croatia,105,54500
7778,Trawler,Proficiat power boats,Used boat,1995,9.7,3.5,Steel,Netherlands,101,54500
7779,Motor Yacht,Airon Marine power boats,"Used boat,Diesel",2005,9.78,3.1,GRP,Italy,135,54500
7780,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2006,9.3,2.98,GRP,Avenches,917,58580
7782,Motor Yacht,Rio power boats,"Used boat,Diesel",2001,10.01,3.23,GRP,Portugal,88,54000
7783,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",2005,9.47,2.87,GRP,Croatia,187,54000
7784,Deck Boat,Sessa power boats,"Used boat,Unleaded",2012,7.8,2.64,PVC,France,30,54000
7785,Bowrider,Invictus power boats,"new boat from stock,Unleaded",2019,6.1,2.4,GRP,Germany,119,54000
7786,Center console boat,Kelt power boats,"Used boat,Unleaded",2015,7.47,2.67,PVC,France,48,54000
7787,Flybridge,Rodman power boats,"Used boat,Diesel",2001,9.0,3.31,GRP,Spain,138,54000
7788,Center console boat,ManÃ² power boats,Used boat,2008,9.04,3.0,GRP,Italy,115,54000
7789,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2003,10.39,3.1,GRP,Italy,269,54000
7791,Pilothouse,Jeanneau power boats,"Used boat,Diesel",2010,8.56,2.99,PVC,France,56,54000
7792,Motor Yacht,Larson power boats,"Used boat,Unleaded",2007,8.6,2.9,GRP,Netherlands,161,54000
7793,Runabout,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.99,2.55,GRP,Germany,63,53999
7794,Center console boat,Rio power boats,Used boat,2008,9.65,3.05,PVC,France,56,53998
7796,Center console boat,Flipper power boats,"new boat on order,Unleaded",2020,6.05,2.22,GRP,Spain,97,53900
7797,Motor Yacht,BÃ©nÃ©teau power boats,new boat from stock,2020,8.23,2.76,GRP,Slovak,89,53900
7798,Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,6.31,2.48,PVC,France,29,53900
7799,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,6.41,2.48,Steel,France,30,53900
7800,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.41,2.45,PVC,France,15,53900
7801,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.41,2.48,Steel,France,39,53900
7802,Center console boat,Jeanneau power boats,new boat from stock,2020,6.31,2.52,GRP,Germany,104,53900
7804,Sport Boat,Bayliner power boats,"Used boat,Unleaded",2017,6.64,2.55,GRP,Germany,445,53900
7805,Bowrider,Bayliner power boats,"new boat from stock,Unleaded",2020,6.82,2.45,GRP,Switzerland,296,58771
7807,Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2012,8.42,2.98,PVC,France,66,53800
7808,Runabout,Quicksilver (Brunswick Marine) power boats,new boat on order,2020,8.05,3.0,GRP,Germany,75,53799
7810,Bowrider,Regal power boats,"new boat from stock,Unleaded",2021,6.0,2.5,GRP,Germany,131,53754
7811,Motor Yacht,Gobbi power boats,"Used boat,Diesel",1998,10.8,3.8,GRP,Italy,98,53000
7813,Deck Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2016,7.64,2.66,PVC,France,102,53000
7814,Motor Yacht,De Groot power boats,"Used boat,Diesel",1967,13.8,3.65,Steel,Belgium,232,53000
7815,Sport Boat,Europe Marine power boats,"Used boat,Unleaded",2018,7.15,2.34,GRP,Germany,226,53000
7816,Sport Boat,Bayliner power boats,"new boat from stock,Unleaded",2020,6.84,2.44,GRP,Germany,217,52999
7817,Sport Boat,Sea Ray power boats,new boat from stock,2020,6.55,2.54,GRP,Germany,85,52999
7818,Center console boat,BÃ©nÃ©teau power boats,new boat from stock,2019,8.1,2.53,PVC,France,59,52969
7819,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,8.1,2.53,PVC,France,76,52969
7820,Motor Yacht,Cytra power boats,"Used boat,Diesel",1975,11.2,3.5,GRP,Germany,175,52900
7822,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2020,5.94,2.54,GRP,Germany,52,52900
7824,Center console boat,NUVA Yachts power boats,"Display Model,Unleaded",2019,5.99,2.49,GRP,Germany,99,52850
7825,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,6.02,2.34,GRP,Germany,96,52790
7827,Sport Boat,Jeanneau power boats,"Display Model,Unleaded",2019,6.4,2.45,GRP,Switzerland,147,57469
7829,Deck Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2018,6.23,2.52,PVC,Spain,22,52600
7832,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2010,8.36,2.95,Steel,France,84,52500
7833,Center console boat,Jeanneau power boats,"Used boat,Unleaded",2017,7.19,2.54,PVC,Belgium,114,52500
7834,Pilothouse,BÃ©nÃ©teau power boats,Used boat,2017,8.03,2.78,PVC,France,50,52500
7838,Cabin Boat,Rinker power boats,"Used boat,Unleaded",2008,7.47,2.59,GRP,Switzerland,708,57065
7839,Bowrider,Parker power boats,"new boat from stock,Unleaded",2019,6.1,2.25,GRP,Switzerland,195,52203
7840,Pilothouse,Jeanneau power boats,new boat from stock,2020,7.39,2.57,PVC,United,60,56002
7841,Sport Boat,Sea Ray power boats,new boat from stock,2019,6.55,2.54,GRP,Germany,56,51999
7842,Bowrider,Bayliner power boats,"Used boat,Unleaded",2018,6.2,2.45,GRP,Germany,98,51900
7843,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2018,7.48,2.53,PVC,France,38,51900
7844,Passenger boat,Alfastreet Marine power boats,"Used boat,Electric",2017,7.8,2.45,GRP,Hungary,130,51900
7845,Center console boat,Jeanneau power boats,new boat from stock,2020,6.86,2.52,GRP,Netherlands,31,51900
7848,Bowrider,Silver power boats,"new boat from stock,Unleaded",2020,5.64,2.16,Aluminium,Switzerland,196,56459
7849,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.41,2.48,PVC,France,24,51658
7850,Cabin Boat,Jeanneau power boats,"Used boat,Unleaded",2015,7.7,2.78,GRP,Switzerland,381,56358
7851,Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,6.86,2.48,PVC,France,35,51500
7852,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.4,2.46,GRP,Germany,155,51500
7853,Sport Boat,BÃ©nÃ©teau power boats,Used boat,2011,7.99,2.94,PVC,France,74,51500
7854,Sport Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2011,7.99,2.94,PVC,France,115,51500
7855,Sport Boat,Skibsplast power boats,"Used boat,Unleaded",2008,6.85,2.49,GRP,Switzerland,370,56110
7857,Bowrider,Finnmaster power boats,"new boat from stock,Unleaded",2020,6.39,2.29,GRP,Germany,129,51290
7858,Pilothouse,Proficiat power boats,"Used boat,Diesel",1985,9.5,2.97,Steel,Switzerland,261,55550
7859,Cabin Boat,Fairline power boats,"Used boat,Unleaded",1990,10.04,3.42,GRP,Switzerland,1386,55550
7860,Deck Boat,Parker power boats,"new boat from stock,Unleaded",2020,6.45,2.45,GRP,Switzerland,164,51175
7861,Pilothouse,Parker power boats,new boat from stock,2018,7.46,2.55,GRP,Germany,166,51015
7863,Motor Yacht,Ocqueteau power boats,"Used boat,Diesel",2004,9.0,3.4,PVC,France,126,51000
7864,Cabin Boat,Campion power boats,"new boat from stock,Unleaded",2020,6.55,2.48,GRP,Germany,113,50900
7865,Bowrider,Glastron power boats,"Display Model,Unleaded",2020,6.2,2.54,GRP,Switzerland,329,55550
7867,Cabin Boat,Nidelv power boats,"Used boat,Diesel",1987,9.1,3.05,GRP,Denmark,172,49140
7868,Bowrider,Formula power boats,"Used boat,Unleaded",2007,8.99,2.8,GRP,Switzerland,257,55449
7869,Sport Boat,Selection Boats power boats,"new boat from stock,Unleaded",2019,6.48,2.5,GRP,Switzerland,70,55449
7870,Fishing Boat,Selection Boats power boats,"new boat from stock,Unleaded",2019,6.6,2.49,GRP,Switzerland,130,55449
7872,Pilothouse,Starfisher power boats,"Used boat,Diesel",2000,8.4,3.03,GRP,Portugal,52,50000
7874,Sport Boat,Sessa power boats,"Used boat,Diesel",1999,10.3,3.53,GRP,Italy,57,50000
7875,Fishing Boat,Bertram Yacht power boats,"Used boat,Unleaded",1988,10.06,3.8,GRP,Italy,72,50000
7876,Motor Yacht,Bayliner power boats,"Used boat,Unleaded",2009,7.32,2.59,GRP,Croatia,110,50000
7877,"Classic,Runabout",Boesch power boats,Used boat,1986,5.9,2.0,Wood,Croatia,142,50000
7878,Trawler,SAS-Vektor power boats,"Used boat,Diesel",2005,10.8,3.45,GRP,Croatia,104,50000
7879,Center console boat,Thunderbird power boats,Used boat,2007,7.9,2.5,PVC,France,108,50000
7880,Flybridge,Guy Couach power boats,"Used boat,Diesel",1989,9.41,3.62,GRP,Spain,41,50000
7881,Pilothouse,Rhea power boats,"Used boat,Diesel",2007,8.85,2.8,GRP,Italy,138,50000
7882,Sport Boat,Klase A power boats,"Used boat,Diesel",2004,9.5,3.0,GRP,Spain,141,50000
7884,Trawler,Airon Marine power boats,"Used boat,Diesel",2009,7.61,2.5,PVC,France,35,50000
7886,Flybridge,Fairline power boats,"Used boat,Diesel",1981,13.3,3.9,PVC,France,130,50000
7887,Sport Boat,Cranchi power boats,Used boat,2006,8.57,2.83,GRP,Netherlands,77,48360
7889,Motor Yacht,Hilter power boats,"Used boat,Unleaded",2012,8.4,2.5,GRP,Germany,158,50000
7890,Center console boat,Capelli power boats,Used boat,2011,8.15,2.75,PVC,France,107,50000
7894,Sport Boat,Zeta Group power boats,"Used boat,Diesel",1999,7.48,2.7,GRP,Italy,67,50000
7898,Pilothouse,Intermare power boats,"Used boat,Diesel",2001,7.48,2.7,GRP,Italy,71,50000
7901,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2002,9.79,3.26,GRP,Italy,479,50000
7902,Motor Yacht,BÃ©nÃ©teau power boats,"Used boat,Diesel",2003,10.4,3.11,PVC,France,172,50000
7904,Sport Boat,Buster power boats,new boat on order,2020,7.2,2.5,Aluminium,Switzerland,107,54529
7905,Motor Yacht,Italmar power boats,Used boat,2007,6.9,2.55,GRP,Germany,61,49900
7908,Motor Yacht,Sea Ray power boats,"Used boat,Diesel",1989,10.7,3.4,GRP,Germany,151,49900
7910,Sport Boat,Marinello power boats,"Display Model,Unleaded",2016,6.8,2.49,GRP,Germany,221,49900
7911,Pilothouse,Jeanneau power boats,"Used boat,Unleaded",2015,7.74,2.81,PVC,France,65,49900
7915,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2001,9.79,3.26,GRP,Germany,258,49900
7916,Trawler,Pedro power boats,Used boat,1988,10.0,3.3,Steel,Netherlands,109,49900
7917,Pilothouse,Parker power boats,"Used boat,Unleaded",2017,6.45,2.45,GRP,Germany,111,49900
7918,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.41,2.45,PVC,France,66,49900
7919,Cabin Boat,Quicksilver power boats,"Used boat,Diesel",2003,7.45,2.85,GRP,Germany,153,49900
7921,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,7.5,2.53,PVC,France,44,49900
7922,Pontoon Boat,ManÃ² power boats,"Used boat,Unleaded",2009,8.95,3.0,GRP,Italy,108,49900
7923,Sport Boat,Cranchi power boats,"Used boat,Diesel",2006,8.57,2.83,GRP,Netherlands,89,49900
7924,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2020,6.55,2.54,GRP,Germany,129,49900
7925,Sport Boat,Scarab power boats,"new boat on order,Unleaded",2020,5.6,2.2,GRP,Germany,62,49900
7926,Center console boat,Boston Whaler power boats,"Used boat,Unleaded",2008,7.23,2.59,PVC,France,178,49900
7927,Sport Boat,Buster power boats,"new boat from stock,Unleaded",2020,6.05,2.2,Aluminium,Germany,49,49900
7928,Sport Boat,Hilter power boats,"Display Model,Unleaded",2019,6.6,2.3,GRP,Germany,138,49900
7930,Motor Yacht,Monterey power boats,"Used boat,Unleaded",2006,9.0,2.59,GRP,Heilbronn,301,49900
7932,Bowrider,Sea Ray power boats,"new boat on order,Unleaded",2021,5.94,2.54,GRP,Germany,139,49900
7933,Sport Boat,Colombo power boats,"Used boat,Unleaded",1987,8.08,2.58,Plastic,Italy,247,49900
7934,"Cabin Boat,Fishing Boat,Pilothouse",Quicksilver (Brunswick Marine) power boats,"Used boat,Unleaded",2016,6.55,2.54,GRP,Germany,214,49900
7936,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,7.23,2.55,GRP,Germany,67,49560
7937,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.5,2.4,PVC,France,40,49529
7939,Sport Boat,Crownline power boats,"Used boat,Unleaded",2007,8.0,2.0,GRP,Croatia,271,49500
7940,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2006,8.95,2.98,GRP,Croatia,214,49500
7942,Flybridge,Princess power boats,Used boat,1988,10.74,3.68,GRP,Croatia,149,49500
7950,Deck Boat,Moonday power boats,new boat from stock,2019,8.34,2.63,GRP,Netherlands,26,49500
7952,Pilothouse,Piculjan Marine power boats,"Used boat,Diesel",2000,8.0,2.0,GRP,Croatia,99,49500
7953,Trawler,Steilsteven power boats,Used boat,1923,21.69,4.52,Steel,Netherlands,90,49500
7957,Cabin Boat,Monterey power boats,"Used boat,Unleaded",2005,9.79,3.15,GRP,Portugal,153,49500
7958,Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2013,8.37,2.98,PVC,France,70,49500
7959,Motor Yacht,Proficiat power boats,Used boat,1996,10.75,3.4,Steel,Netherlands,75,49500
7960,Cabin Boat,Argo power boats,"Used boat,Diesel",1977,11.0,3.2,Steel,Germany,107,49500
7962,Motor Yacht,Marex power boats,Used boat,2004,8.95,2.8,GRP,Germany,349,49500
7963,Trawler,Pedro power boats,Used boat,1986,10.6,3.4,Steel,Netherlands,90,49500
7964,Trawler,Pedro power boats,"Used boat,Diesel",1994,9.6,3.2,Steel,Netherlands,113,49500
7965,Sport Boat,Cranchi power boats,Used boat,2000,9.1,2.9,GRP,Netherlands,36,49500
7967,Sport Boat,Pacific Craft power boats,"Used boat,Unleaded",2015,6.99,2.0,PVC,France,29,49270
7970,Bowrider,Bayliner power boats,"new boat from stock,Unleaded",2020,6.23,2.4,GRP,Switzerland,272,53590
7971,Center console boat,Marinello power boats,"new boat from stock,Unleaded",2020,6.8,2.49,GRP,Switzerland,256,53530
7974,Motor Yacht,Piantoni (IT) power boats,"Used boat,Diesel",1990,14.0,4.41,GRP,Italy,84,49000
7975,Motor Yacht,Piantoni (IT) power boats,"Used boat,Diesel",1990,14.0,4.41,GRP,Italy,90,49000
7978,Trawler,Menorquin power boats,"Used boat,Diesel",1998,9.75,3.18,GRP,Portugal,123,49000
7979,Pilothouse,AluForce power boats,new boat from stock,2020,7.4,2.45,Aluminium,Germany,164,49000
7983,Motor Yacht,Akerboom power boats,"Used boat,Diesel",1972,13.3,3.65,Steel,Netherlands,106,49000
7984,Flybridge,Sealine power boats,"Used boat,Diesel",1994,10.0,3.0,GRP,Croatia,190,49000
7985,Bowrider,Glastron power boats,"Used boat,Unleaded",2018,6.71,2.54,PVC,France,83,49000
7987,Pilothouse,Ocqueteau power boats,"Used boat,Diesel",2014,6.92,2.65,PVC,France,60,49000
7989,Flybridge,Bertram Yacht power boats,"Used boat,Diesel",1991,8.71,3.3,GRP,Italy,77,49000
7990,Motor Yacht,Edership power boats,"Used boat,Diesel",1981,11.53,4.02,GRP,Germany,110,49000
7991,Sport Boat,Cranchi power boats,"Used boat,Unleaded",2012,7.0,2.0,PVC,Portugal,72,49000
7992,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2004,9.29,2.98,GRP,Italy,108,49000
7994,Center console boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2017,7.62,2.67,PVC,France,28,49000
7995,Sport Boat,Airon Marine power boats,"Used boat,Diesel",2003,9.78,3.1,PVC,France,149,49000
7996,Sport Boat,Regal power boats,"Used boat,Unleaded",2014,6.7,2.5,Wood,France,133,49000
7997,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2004,9.18,3.1,PVC,France,90,49000
7999,Classic,Colombo power boats,"Used boat,Unleaded",2009,8.2,2.5,Plastic,Netherlands,235,49000
8000,Bowrider,Sea Ray power boats,"Used boat,Unleaded",2018,6.5,2.5,GRP,Germany,224,49000
8001,Bowrider,Glastron power boats,new boat from stock,2019,6.2,2.54,GRP,Switzerland,143,53429
8002,Bowrider,Tahoe power boats,"new boat on order,Unleaded",2020,6.05,2.38,GRP,Switzerland,194,53429
8006,Sport Boat,Monterey power boats,"Used boat,Unleaded",2003,8.94,2.82,GRP,Italy,167,48900
8007,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.66,2.55,GRP,Germany,68,48900
8008,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2020,5.94,2.54,GRP,Germany,109,48900
8017,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2010,8.15,2.59,GRP,Croatia,157,48500
8018,Deck Boat,Nimbus power boats,Used boat,1999,7.9,2.65,GRP,Netherlands,92,48500
8019,Motor Yacht,Fjord power boats,"Used boat,Unleaded",1998,9.0,3.16,GRP,Switzerland,204,52520
8020,Cabin Boat,Draco power boats,"Used boat,Unleaded",1989,9.0,3.12,Carbon Fiber,Switzerland,380,52520
8021,Bowrider,Bayliner power boats,"new boat from stock,Unleaded",2020,6.81,2.36,GRP,Switzerland,144,52762
8024,Pilothouse,Cantieri Nautici Ferrario power boats,Used boat,2019,6.4,2.34,GRP,Switzerland,114,52520
8025,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,6.43,2.52,PVC,Portugal,56,48064
8026,Sport Boat,AMT power boats,new boat from stock,2018,6.08,2.35,GRP,Switzerland,195,52419
8027,Motor Yacht,ACM Dufour power boats,"Used boat,Diesel",1999,9.41,2.99,PVC,France,184,48000
8028,Motor Yacht,Innovazioni e Progetti power boats,"Used boat,Diesel",1995,8.69,3.2,GRP,Italy,152,48000
8029,Sport Boat,Sea Ray power boats,"new boat from stock,Unleaded",2019,5.99,2.21,GRP,Germany,42,47999
8030,Pilothouse,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.2,2.4,GRP,Switzerland,140,52398
8031,Pilothouse,BÃ©nÃ©teau power boats,new boat from stock,2020,5.52,2.4,PVC,Spain,111,47990
8032,Sport Boat,Bayliner power boats,"new boat from stock,Unleaded",2020,6.29,2.36,GRP,Germany,151,47950
8033,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2019,5.94,2.54,GRP,Germany,60,47900
8034,Bowrider,Campion power boats,"new boat from stock,Unleaded",2020,6.1,2.34,GRP,Germany,43,47900
8037,Motor Yacht,Princess power boats,"Used boat,Diesel",1987,11.6,3.96,GRP,Croatia,385,47800
8038,Sport Boat,Yamarin power boats,"Used boat,Unleaded",2016,6.25,2.3,GRP,Switzerland,192,52105
8039,Bowrider,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,5.76,2.3,GRP,Switzerland,233,52085
8040,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.12,2.4,GRP,Germany,127,47520
8043,Pilothouse,BÃ©nÃ©teau power boats,Used boat,2006,7.43,2.95,GRP,Croatia,101,47500
8045,"Cabin Boat,Pilothouse",BÃ©nÃ©teau power boats,"Used boat,Unleaded",2016,7.4,2.85,GRP,France,269,47500
8047,"Classic,Sport Boat",Boesch power boats,"Used boat,Unleaded",1979,5.8,2.05,Wood,Germany,566,47500
8048,Motor Yacht,Bayliner power boats,"Used boat,Unleaded",1997,9.1,3.05,GRP,Germany,153,47500
8049,Motor Yacht,Rinker power boats,"Used boat,Unleaded",2008,9.14,2.78,GRP,Croatia,254,47500
8050,Bowrider,Regal power boats,"Used boat,Unleaded",2009,8.5,2.3,GRP,Netherlands,320,47500
8051,Center console boat,Flipper power boats,"new boat from stock,Unleaded",2019,6.05,2.22,GRP,Germany,70,47383
8052,Sport Boat,Flipper power boats,"new boat from stock,Unleaded",2019,6.05,2.22,GRP,Germany,146,47383
8060,Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",2019,6.4,5.45,GRP,Germany,119,46900
8061,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2020,5.94,2.54,GRP,Germany,97,46900
8062,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.5,2.4,PVC,France,80,46900
8064,Sport Boat,Bayliner power boats,Used boat,2003,9.0,3.0,GRP,Netherlands,218,46900
8066,Deck Boat,Jeanneau power boats,new boat from stock,2020,6.58,2.46,PVC,United,42,50386
8067,Sport Boat,Cranchi power boats,"Used boat,Diesel",2002,9.1,2.83,GRP,Switzerland,535,46800
8068,Motor Yacht,Nidelv power boats,Used boat,1997,9.1,3.05,GRP,Netherlands,261,46800
8070,Center console boat,Invictus power boats,"new boat from stock,Unleaded",2020,8.1,2.7,GRP,Switzerland,281,46800
8071,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2020,5.99,2.21,GRP,Switzerland,215,50893
8072,Bowrider,Sea Ray power boats,new boat from stock,2020,5.99,2.21,GRP,Switzerland,247,50893
8074,Trawler,Valkkruiser power boats,Used boat,1982,12.0,3.8,Steel,Netherlands,92,46500
8075,Deck Boat,Sessa power boats,"Used boat,Unleaded",2010,7.8,2.64,GRP,France,109,46500
8076,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,7.48,2.95,GRP,Italy,111,46500
8077,Bowrider,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,6.2,2.34,GRP,Germany,37,46500
8080,Pilothouse,Starfisher power boats,"Used boat,Unleaded",2013,7.9,2.86,GRP,Switzerland,180,50298
8081,Launch,Antaris power boats,"new boat from stock,Diesel",2020,5.9,2.5,GRP,Germany,74,46407
